AnonID,Query,QueryTime,ItemRank,ClickURL
1050,mike mccormack,2006-03-22 11:19:45,3,http://www.irishwriters-online.com
1050,mike mccormack wimbeldon,2006-03-22 11:20:25,3,http://www.vaxxine.com
1050,mike mccormack wimbeldon,2006-03-22 11:20:25,1,http://www.a-1video.com
1050,mike mccormack wimbledon,2006-03-22 11:21:23,7,http://www.baseballlibrary.com
1050,shes the man movie,2006-03-26 01:00:04,1,http://www.imdb.com
1050,fairview hospital,2006-03-26 11:49:51,1,http://www.fairviewhospital.org
1050,cleveland state university,2006-03-26 12:07:56,1,http://www.csuohio.edu
1050,cleveland state university,2006-03-26 12:07:56,1,http://www.csuohio.edu
1050,cleveland state university,2006-03-26 12:07:56,2,http://csuvikings.collegesports.com
1050,channing tatum,2006-03-26 22:24:26,1,http://www.imdb.com
1050,www.casewesternreserve.edu,2006-04-01 16:17:00,1,http://www.cwru.edu
1050,park ridge apartments cleveland,2006-04-02 12:13:45,1,http://www.apartmentratings.com
1050,cleveland apartments,2006-04-02 12:15:07,1,http://www.clevelandrents.com
1050,cleveland apartments,2006-04-02 12:15:07,3,http://cleveland.forrent.com
1050,cleveland apartments,2006-04-02 12:15:07,5,http://www.apartmentguide.com
1050,z107.9 cleveland,2006-04-02 12:41:31,2,http://www.z1079fm.com
1050,why u wanna ti,2006-04-02 13:04:45,4,http://www.sirius.com
1050,pimp c love song,2006-04-02 13:15:47,1,http://www.ukmix.org
1050,black buddafly,2006-04-02 13:18:44,2,http://www6.defjam.com
1050,black buddafly bad girl,2006-04-02 13:20:28,1,http://www6.defjam.com
1050,young gunz,2006-04-02 13:23:05,1,http://www.rocafella.com
1050,shoulder leanin song,2006-04-02 13:27:31,3,http://www.lyricsandsongs.com
1050,shoulder leanin song,2006-04-02 13:27:31,4,http://www.wordofsouth.com
1050,cassie steele,2006-04-02 13:48:03,1,http://www.cassiesteele.com
1050,cassie me and you,2006-04-02 13:48:43,6,http://www.azlyrics.com
1050,cassie me and you,2006-04-02 13:48:43,8,http://www.lyricsdir.com
1050,cassie me and you,2006-04-02 13:48:43,9,http://www.lyricsdir.com
1050,keshia cole dating,2006-04-02 13:52:18,1,http://cakeandice-cream.blogspot.com
1050,justin timberlake hates k-fed,2006-04-02 13:59:09,1,http://darkhat.blogspot.com
1050,justin timberlake hates k-fed,2006-04-02 13:59:09,2,http://webnymph.com
1050,justin timberlake hates k-fed,2006-04-02 13:59:09,3,http://www.celebitchy.com
1050,justin timberlake hates k-fed,2006-04-02 13:59:09,4,http://www.wesmirch.com
1050,sean preston spears,2006-04-02 14:06:53,1,http://www.send2press.com
1050,sean preston federline,2006-04-02 14:09:07,2,http://socialitelife.com
1050,violet affleck,2006-04-02 14:11:10,2,http://www.addict3d.org
1050,violet affleck,2006-04-02 14:11:10,5,http://www.gawker.com
1050,violet affleck picture,2006-04-02 14:12:11,2,http://justjared.blogspot.com
1050,violet affleck picture,2006-04-02 14:12:11,3,http://justjared.blogspot.com
1050,violet affleck picture,2006-04-02 14:12:11,4,http://www.waleg.com
1050,violet affleck picture,2006-04-02 14:12:11,7,http://dailyblabber.ivillage.com
1050,ohio state athletics,2006-04-06 19:07:18,1,http://ohiostatebuckeyes.cstv.com
1050,charles pugh,2006-04-06 22:42:58,8,http://www.si.com
1050,charles pugh west virginia,2006-04-06 22:44:18,1,http://westvirginia.rivals.com
1050,charles pugh west virginia,2006-04-06 22:44:18,2,http://www.msnsportsnet.com
1050,charles pugh west virginia,2006-04-06 22:44:18,3,http://www.gospelgazette.com
1050,charles pugh west virginia,2006-04-06 22:44:18,5,http://www.post-gazette.com
1050,charles pugh west virginia,2006-04-06 22:44:18,6,http://www.usatoday.com
1050,charles pugh west virginia,2006-04-06 22:44:18,7,http://www.collegefootballnews.com
1050,charles pugh west virginia,2006-04-06 22:44:18,9,http://sports.espn.go.com
1050,charles pugh west virginia,2006-04-06 22:44:18,10,http://www.dailymail.com
1050,charles pugh west virginia,2006-04-06 22:51:51,12,http://www.nfldraftblitz.com
1050,charles pugh west virginia,2006-04-06 22:51:51,13,http://scoreboards.aol.com
1050,charles pugh west virginia,2006-04-06 22:51:51,14,http://cbs.sportsline.com
1050,charles pugh west virginia,2006-04-06 22:51:51,15,http://www.sportsshooter.com
1050,charles pugh west virginia,2006-04-06 22:51:51,25,http://www.msnsportsnet.com
1050,shamrock tattoos,2006-04-06 23:23:18,2,http://tattoo.about.com
1050,shamrock tattoos,2006-04-06 23:23:18,1,http://www.tribal-celtic-tattoo.com
1050,shamrock tattoos,2006-04-06 23:23:18,3,http://tattoo.about.com
1050,shamrock tattoos,2006-04-06 23:23:18,3,http://tattoo.about.com
1050,shamrock tattoos,2006-04-06 23:23:18,1,http://www.tribal-celtic-tattoo.com
1050,shamrock tattoos,2006-04-06 23:29:01,4,http://www.eviltattoo.com
1050,shamrock tattoos,2006-04-06 23:29:01,6,http://www.rankmytattoos.com
1050,shamrock tattoos,2006-04-06 23:29:01,5,http://www.etattoos.net
1050,rtunes,2006-04-08 01:21:44,9,http://www.softwaresamurai.com
1050,rtunes,2006-04-08 01:21:44,4,http://undeadly.org
1050,rtunes,2006-04-08 01:21:44,9,http://www.softwaresamurai.com
1050,image shack,2006-04-08 01:35:46,4,http://www.imageshack.co.uk
1050,rtunes,2006-04-08 01:40:02,3,http://undeadly.org
1050,rtunes,2006-04-08 01:40:02,9,http://www.softwaresamurai.com
1050,rtunes,2006-04-08 01:40:02,9,http://www.softwaresamurai.com
1050,ohio state posters,2006-04-08 14:10:47,1,http://www.collegegear.com
1050,ohio state posters,2006-04-08 14:10:47,2,http://www.art.com
1050,cleveland brown's posters,2006-04-08 14:14:23,1,http://www.skylinepictures.com
1050,cleveland brown's posters,2006-04-08 14:14:23,6,http://www.clevelandskyline.com
1050,dorm rooms,2006-04-08 14:18:28,1,http://interiordec.about.com
1050,dorm rooms,2006-04-08 14:18:28,2,http://interiordec.about.com
1050,dorm rooms,2006-04-08 14:18:28,6,http://www.collegeboard.com
1050,dorm rooms,2006-04-08 14:18:28,9,http://www.ecampustours.com
1050,young dro shoulder lean,2006-04-18 01:07:36,2,http://www.wordofsouth.com
1050,young dro.com,2006-04-18 01:10:46,5,http://www.tms.org
1050,young dro,2006-04-18 01:12:03,3,http://www.last.fm
1050,young dro,2006-04-18 01:12:03,9,http://www.lyricsandsongs.com
1050,starmagazine.comhttp,2006-04-23 12:45:29,1,http://www.starmagazine.com
1050,facebook.bom,2006-04-23 21:21:25,1,http://www.facebook.com
2106,msn,2006-03-09 18:27:58,1,http://www.msn.com
2327,florida lottery results,2006-03-01 13:07:34,1,http://www.flalottery.com
2327,florida lottery results,2006-03-02 07:44:28,1,http://www.flalottery.com
2327,florida lottery results,2006-03-02 07:44:28,2,http://www.sun-sentinel.com
2327,florida lottery results,2006-03-02 09:05:36,1,http://www.flalottery.com
2327,florida lottery results,2006-03-02 09:26:00,1,http://www.flalottery.com
2327,florida lottery results,2006-03-02 09:26:00,1,http://www.flalottery.com
2327,florida lottery results,2006-03-02 09:26:00,1,http://www.flalottery.com
2327,florida lottery results,2006-03-02 09:26:00,1,http://www.flalottery.com
2327,florida lottery results,2006-03-04 08:18:45,1,http://www.flalottery.com
2327,florida lottery results,2006-03-05 08:19:07,1,http://www.flalottery.com
2327,florida lottery results,2006-03-05 08:19:07,2,http://www.sun-sentinel.com
2327,florida lottery results,2006-03-05 08:19:07,3,http://www.flottery.com
2327,florida lottery results,2006-03-05 08:19:07,1,http://www.flalottery.com
2327,florida lottery results,2006-03-05 10:58:01,1,http://www.flalottery.com
2327,florida lottery results,2006-03-05 14:19:58,1,http://www.flalottery.com
2327,florida lottery results,2006-03-08 18:09:36,1,http://www.flalottery.com
2327,florida lottery results,2006-03-09 08:43:39,1,http://www.flalottery.com
2327,florida lottery results,2006-03-11 08:18:24,1,http://www.flalottery.com
2327,florida lottery results,2006-03-12 08:49:27,1,http://www.flalottery.com
2327,florida lottery results,2006-03-13 09:02:52,1,http://www.flalottery.com
